http,180.167.238.98:7302,100,False,False,False,unknown,false,2025-11-15
http,123.128.12.93:9050,81,False,False,False,unknown,unknown,unknown
http,112.86.55.143:81,89,False,False,False,unknown,unknown,unknown
http,122.224.56.198:7302,90,False,False,False,unknown,unknown,unknown
http,115.239.234.43:7302,100,False,False,False,unknown,false,2025-11-15
http,8.146.207.243:8888,96,False,False,False,unknown,unknown,unknown
http,139.196.156.220:8888,84,False,False,False,unknown,unknown,unknown
http,47.98.100.134:80,100,False,False,False,unknown,false,2025-11-15
http,203.74.125.18:8888,94,False,False,False,unknown,unknown,unknown
http,61.160.223.141:7302,100,False,False,False,unknown,false,2025-11-15
http,218.75.102.198:8000,75,False,False,False,unknown,unknown,unknown
http,61.79.72.201:80,97,False,False,False,unknown,unknown,unknown
http,59.49.79.173:8089,100,False,False,False,unknown,false,2025-11-15
http,221.178.239.200:7302,100,False,False,False,unknown,false,2025-11-15
http,45.91.201.100:8082,70,False,False,False,unknown,unknown,unknown
http,18.143.173.102:21681,85,False,False,False,unknown,unknown,unknown
http,16.163.88.228:80,100,False,False,False,unknown,false,2025-11-15
http,152.53.194.55:11724,73,False,False,False,unknown,unknown,unknown
http,37.120.162.180:22599,70,False,False,False,unknown,unknown,unknown
http,152.53.194.55:42697,76,False,False,False,unknown,unknown,unknown
http,152.53.194.46:8065,87,False,False,False,unknown,unknown,unknown
http,157.180.121.252:53375,76,False,False,False,unknown,unknown,unknown
http,157.180.121.252:51232,78,False,False,False,unknown,unknown,unknown
http,47.91.65.12:80,100,False,False,False,unknown,false,2025-11-15
http,104.222.32.98:80,84,False,False,False,unknown,unknown,unknown
http,157.180.121.252:11080,74,False,False,False,unknown,unknown,unknown
http,157.180.121.252:45678,74,False,False,False,unknown,unknown,unknown
http,81.169.213.169:8888,98,False,False,False,unknown,unknown,unknown
http,157.180.121.252:52239,80,False,False,False,unknown,unknown,unknown
http,84.39.112.144:3128,99,False,False,False,unknown,unknown,unknown
http,65.108.251.40:33826,70,False,False,False,unknown,unknown,unknown
http,23.237.210.82:80,100,False,False,False,unknown,false,2025-11-15
http,87.239.31.42:80,100,True,True,False,"85.17.54.223, 87.239.31.42",false,2025-11-15
http,157.180.121.252:39611,72,False,False,False,unknown,unknown,unknown
http,103.138.113.182:10001,100,False,False,False,unknown,false,2025-11-15
http,59.7.246.4:80,84,False,False,False,unknown,unknown,unknown
http,65.108.251.40:11107,82,False,False,False,unknown,unknown,unknown
http,51.254.78.223:80,100,False,True,False,51.254.78.223,false,2025-11-15
http,157.180.121.252:37878,74,False,False,False,unknown,unknown,unknown
http,103.175.240.161:3127,68,False,False,False,unknown,unknown,unknown
http,103.138.145.34:80,100,False,False,False,unknown,false,2025-11-15
http,59.153.100.98:80,100,False,False,False,unknown,false,2025-11-15
http,51.15.228.52:8080,100,True,True,True,"128.24.161.37, 51.15.228.52",unknown,unknown
http,40.172.232.213:29214,80,False,False,False,unknown,unknown,unknown
http,182.155.254.159:80,100,True,True,False,182.155.254.159,false,2025-11-15
http,108.141.130.146:80,100,False,False,False,unknown,false,2025-11-15
http,157.180.121.252:42217,78,False,False,False,unknown,unknown,unknown
http,95.66.244.250:8080,72,False,False,False,unknown,unknown,unknown
http,46.35.9.110:80,99,True,True,False,46.35.9.110,unknown,unknown
http,103.118.46.176:8080,90,False,False,False,unknown,unknown,unknown
http,41.92.157.70:8080,97,False,True,False,41.92.157.70,unknown,unknown
http,185.126.202.76:4005,69,False,False,False,unknown,unknown,unknown
http,138.68.60.8:3128,100,False,False,False,unknown,false,2025-11-15
http,185.17.153.178:8080,94,False,False,False,unknown,unknown,unknown
http,39.101.161.223:8090,96,False,False,False,unknown,unknown,unknown
http,123.141.181.8:5031,94,False,False,False,unknown,unknown,unknown
http,45.22.209.157:8888,100,True,False,False,unknown,true,2025-11-15
http,103.86.109.38:80,100,False,False,False,unknown,false,2025-11-15
http,207.244.254.27:7003,68,False,False,False,unknown,unknown,unknown
http,14.29.236.128:7897,96,False,False,False,unknown,unknown,unknown
http,158.255.77.169:80,98,False,False,False,unknown,unknown,unknown
http,203.95.198.167:8080,76,False,False,False,unknown,unknown,unknown
http,79.110.202.131:8081,100,True,False,False,79.110.202.131,false,2025-11-15
http,142.93.202.130:3128,99,False,False,False,unknown,unknown,unknown
http,119.148.55.91:1419,68,False,False,False,unknown,unknown,unknown
http,124.108.6.20:8085,100,False,False,False,unknown,false,2025-11-15
http,45.146.163.31:80,84,False,False,False,unknown,unknown,unknown
http,222.59.173.105:45026,94,False,False,False,unknown,unknown,unknown
http,47.105.122.72:80,100,False,True,False,47.105.122.72,false,2025-11-15
http,120.26.52.35:8080,100,False,True,False,120.26.52.35,false,2025-11-15
http,102.132.36.145:8080,99,False,False,False,unknown,unknown,unknown
http,47.119.164.33:6379,100,False,True,False,47.119.164.33,false,2025-11-15
http,47.121.182.36:8008,100,False,True,False,47.121.182.36,false,2025-11-15
http,194.39.254.35:80,100,False,False,False,unknown,false,2025-11-15
http,23.247.136.248:80,84,False,False,False,unknown,unknown,unknown
http,121.43.146.222:8081,100,False,True,False,121.43.146.222,false,2025-11-15
http,39.104.16.201:9080,100,False,True,False,39.104.16.201,false,2025-11-15
http,39.101.65.228:8499,98,False,False,False,unknown,unknown,unknown
http,185.88.177.197:8081,100,True,False,False,unknown,false,2025-11-15
http,139.162.78.109:80,100,False,False,False,unknown,false,2025-11-15
http,158.255.77.166:80,98,False,False,False,unknown,unknown,unknown
http,47.251.73.54:1081,100,True,True,False,47.251.73.54,false,2025-11-15
http,39.101.65.228:7777,98,False,False,False,unknown,unknown,unknown
http,47.238.134.126:80,100,True,False,False,unknown,false,2025-11-15
http,203.19.38.114:1080,100,True,False,False,203.19.38.114,false,2025-11-15
http,221.153.92.39:80,99,True,False,False,221.153.92.39,unknown,unknown
http,123.128.12.93:9055,84,False,False,False,unknown,unknown,unknown
http,23.247.136.254:80,100,True,True,False,23.247.136.254,false,2025-11-15
http,47.116.210.163:5060,98,False,False,False,unknown,unknown,unknown
http,8.212.151.166:9080,100,True,True,False,unknown,false,2025-11-15
http,222.59.173.105:45207,98,False,False,False,unknown,unknown,unknown
http,47.238.134.126:8080,99,False,False,False,unknown,unknown,unknown
http,222.59.173.105:45115,97,False,False,False,unknown,unknown,unknown
http,47.238.134.126:8081,99,False,False,False,unknown,unknown,unknown
http,83.168.74.163:8080,99,False,False,False,unknown,unknown,unknown
http,222.59.173.105:45001,96,False,False,False,unknown,unknown,unknown
http,79.110.202.184:8081,100,False,False,False,unknown,false,2025-11-15
http,87.250.60.66:8080,100,False,False,False,unknown,false,2025-11-15
http,47.116.210.163:8081,98,False,False,False,unknown,unknown,unknown
http,65.108.203.35:18080,98,False,False,False,unknown,unknown,unknown
http,120.26.104.146:1111,99,False,False,False,unknown,unknown,unknown
http,222.59.173.105:45104,99,False,False,False,unknown,unknown,unknown
